region_id,area_km2,geo_x,geo_y,m3_valid_pct,BD1000,BD2000,OH_SPECTRAL_INDICATOR,ICE_SPECTRAL_INDICATOR,BD1000_norm,BD2000_norm,OH_SPECTRAL_INDICATOR_norm,ICE_SPECTRAL_INDICATOR_norm,n_valid_m3_indices,Science_Score
22962,0.319375,-33371.243639921726,-30177.92465753424,1.0,,,,,,,,,0,0.0
23035,0.41,16227.167682926824,-29904.949695121963,1.0,0.571082,-0.078947,1.84052,,0.040041,0.0,0.187485,,3,0.054879
23070,0.518125,-28156.04885404101,-29945.0066344994,1.0,,,,,,,,,0,0.0
23080,0.820625,-9957.678217821784,-30435.48629093678,1.0,0.792968,-0.036387,0.112225,0.090526,0.055599,0.0,0.011432,0.004078,4,0.015405
23093,0.795,-26696.66745283019,-30320.431603773584,1.0,,,,,,,,,0,0.0
23145,0.1425,-27084.27192982456,-30619.236842105267,1.0,1.002576,0.87056,0.14039,0.390075,0.070295,0.123365,0.014301,0.017572,4,0.048457
23149,0.19375,-6904.693548387098,-30753.612903225803,1.0,1.020234,,2.100075,,0.071533,,0.213925,,2,0.067788
23262,2.11375,-9431.354523950322,-31225.10615020698,1.0,0.514582,-1.57762,0.702236,,0.03608,0.0,0.071533,,3,0.025099
23316,0.1475,14718.885593220344,-31175.45338983051,1.0,,,,,,,,,0,0.0
23321,0.455625,-2904.5123456790097,-31166.78395061729,1.0,0.448268,0.189699,0.910664,,0.03143,0.026882,0.092765,,3,0.034854
23327,0.101875,-8283.015337423312,-31164.99079754601,1.0,0.420286,,,,0.029468,,,,1,0.005894
23395,2.878125,-1160.9234527687297,-31108.457654723126,0.985,0.549436,,1.817303,,0.038524,,0.18512,,2,0.053985
23415,0.275625,-8651.577097505666,-31303.41156462585,1.0,0.429691,,,,0.030128,,,,1,0.006026
23455,0.151875,-6376.323045267491,-31575.32304526749,1.0,0.469953,,,,0.032951,,,,1,0.00659
23522,0.124375,1850.253768844217,-32147.615577889446,1.0,1.223908,,,,0.085814,,,,1,0.017163
23583,0.210625,-8820.232937685461,-32109.663204747776,1.0,0.683175,,,,0.047901,,,,1,0.00958
23610,0.10125,-23183.21604938272,-32143.944444444453,1.0,,,,,,,,,0,0.0
23614,0.2575,1346.2839805825206,-32132.995145631063,1.0,0.890727,,,,0.062453,,,,1,0.012491
23627,0.746875,2509.792887029289,-32081.90585774058,1.0,0.947182,,,,0.066411,,,,1,0.013282
23628,0.1375,17038.250000000007,-32324.84090909091,1.0,1.675339,0.594356,,,0.117466,0.084225,,,2,0.040338
23663,2.9075,-6820.55051590714,-31772.742691315565,1.0,0.744689,,,,0.052214,,,,1,0.010443
23664,0.638125,-1053.4872673849168,-32436.179725759062,1.0,-0.929861,0.202818,1.109067,,0.0,0.028741,0.112975,,3,0.033992
23778,0.081875,-1434.2786259541972,-32967.82061068702,1.0,,0.009378,0.776345,-0.192787,,0.001329,0.079083,0.0,3,0.020037
23904,0.095625,-228.2777777777737,-33230.7091503268,0.7712,,,,,,,,,0,0.0
23911,0.19125,-6543.718954248368,-33403.01307189543,1.0,,,,,,,,,0,0.0
23915,0.080625,-315.8100775193816,-33492.523255813954,1.0,,1.156237,,,,0.163848,,,1,0.03277
23960,0.15875,8656.586614173226,-33657.86614173227,1.0,,,,,,,,,0,0.0
24000,0.0875,7868.071428571435,-33814.857142857145,1.0,,,,,,,,,0,0.0
24017,1.31125,9405.493803622492,-34012.98903717825,1.0,,,,,,,,,0,0.0
24032,0.91,-26714.01304945055,-34188.03021978022,1.0,0.181684,-0.888592,1.190404,,0.012739,0.0,0.121261,,3,0.032863
24038,0.310625,21211.170020120728,-33993.061368209266,1.0,,,1.224125,,,,0.124696,,1,0.031174
24045,0.1275,6826.950980392154,-33885.03921568628,1.0,,,,,,,,,0,0.0
24063,0.53375,8365.249414519902,-33774.90983606556,1.0,,,,,,,,,0,0.0
24069,0.08125,-10613.769230769234,-34137.769230769234,1.0,0.49218,0.505626,0.211878,-1.22075,0.034509,0.071651,0.021583,0.0,4,0.026628
24086,0.106875,-2692.1666666666715,-34071.72222222222,1.0,1.284726,0.013197,0.794463,1.797176,0.090078,0.00187,0.080928,0.080958,4,0.066957
24096,0.096875,10287.080645161288,-34285.14516129032,1.0,,,3.336595,,,,0.339883,,1,0.084971
24102,0.1125,-5725.916666666664,-34166.30555555556,1.0,,0.562312,,,,0.079684,,,1,0.015937
24116,0.930625,6328.445601074542,-34070.75587642714,1.0,,,,,,,,,0,0.0
24117,0.093125,7995.640939597317,-34159.90268456376,1.0,,,,,,,,,0,0.0
24118,0.2325,-27149.827956989247,-34450.30645161291,1.0,-0.388037,0.27668,0.733532,0.905818,0.0,0.039208,0.074721,0.040805,4,0.040804
24132,0.349375,7128.927549194988,-34295.29606440071,1.0,,,,,,,,,0,0.0
24134,0.36375,-28557.759450171823,-33973.812714776635,1.0,0.92404,,,,0.064789,,,,1,0.012958
24164,0.359375,-2818.5869565217363,-34591.41304347826,1.0,0.486417,0.112564,0.726408,0.120231,0.034105,0.015951,0.073996,0.005416,4,0.030406
24165,0.220625,-24806.024079320112,-34470.17988668555,1.0,-0.227152,0.297419,0.732249,0.717582,0.0,0.042147,0.074591,0.032325,4,0.038391
24213,0.71875,-25794.78260869565,-34345.19565217392,1.0,-0.23846,0.186296,0.473057,0.327148,0.0,0.0264,0.048188,0.014737,4,0.022485
24214,0.104375,-25852.59580838324,-34626.59580838322,1.0,-0.4027,0.357472,0.664047,0.648706,0.0,0.050657,0.067643,0.029222,4,0.03727
24219,0.31625,8300.833992094864,-34573.56126482214,1.0,-0.401372,,0.851951,,0.0,,0.086784,,2,0.021696
24223,0.136875,-3100.271689497713,-34693.33561643836,1.0,-0.172638,0.451786,0.930472,-0.297006,0.0,0.064022,0.094783,0.0,4,0.0365
24224,0.486875,5690.129011553276,-35054.57060333762,1.0,,,1.470467,,,,0.149789,,1,0.037447
24238,0.079375,-3340.8543307086657,-34636.31102362204,1.0,-0.851782,0.703019,1.132432,-0.395191,0.0,0.099623,0.115355,0.0,4,0.048763
24245,0.22375,5678.061452513968,-34457.460893854746,1.0,,,,,,,,,0,0.0
24246,0.235625,10323.969496021222,-34739.75198938993,1.0,,,1.185484,,,,0.12076,,1,0.03019
24269,0.155,-24877.516129032258,-34841.53629032259,1.0,,-0.243613,1.758323,,,0.0,0.179112,,2,0.044778
24275,0.110625,-3764.906779661018,-34914.471751412435,1.0,-0.1199,0.817317,2.835881,,0.0,0.11582,0.288878,,3,0.095384
24279,0.535,10708.758177570096,-34857.443925233645,1.0,,,2.178404,,,,0.221904,,1,0.055476
24281,0.08375,-24692.4776119403,-34824.5,1.0,,,2.60279,,,,0.265134,,1,0.066284
24289,0.280625,7053.731625835186,-34846.270601336306,1.0,,,1.206709,,,,0.122922,,1,0.03073
24294,0.54,-24271.82523148148,-35367.179398148146,1.0,,0.224704,,,,0.031842,,,1,0.006368
24305,0.214375,9774.281341107868,-34605.84110787172,1.0,,,0.332057,,,,0.033825,,1,0.008456
24311,0.1,-26494.25,-34780.125,1.0,,,1.703494,,,,0.173527,,1,0.043382
24312,0.9575,7730.031984334208,-34883.883159268924,1.0,,,3.383665,,,,0.344678,,1,0.08617
24313,0.124375,9515.07788944724,-34862.31407035176,1.0,,,2.857587,,,,0.291089,,1,0.072772
24316,0.14125,-25752.82300884956,-35004.58849557521,1.0,,,5.108383,,,,0.520367,,1,0.130092
24325,0.334375,-681.6214953271046,-35117.58411214953,1.0,,,0.609645,-1.54534,,,0.062102,0.0,2,0.015526
24330,0.11875,26522.65789473684,-35076.21052631579,1.0,,,,,,,,,0,0.0
24337,0.459375,-10246.214285714284,-34781.6768707483,1.0,0.092166,-0.001804,0.106937,0.220496,0.006462,0.0,0.010893,0.009933,4,0.007492
24340,0.43875,5039.70655270655,-34716.05982905983,1.0,,,1.202354,,,,0.122478,,1,0.03062
24343,0.245625,-4581.034351145034,-35042.756997455464,1.0,,,3.051037,,,,0.310795,,1,0.077699
24365,0.339375,-25096.264272559853,-35071.921731123395,1.0,,-0.168613,3.819218,,,0.0,0.389046,,2,0.097262
24367,0.088125,-3848.372340425536,-35200.56382978724,1.0,-0.11882,,0.828607,,0.0,,0.084406,,2,0.021102
24372,0.3,-27017.010416666668,-35125.85416666667,1.0,,,,,,,,,0,0.0
24419,0.29125,5134.8540772532215,-35471.38841201717,1.0,,,,,,,,,0,0.0
24422,0.285625,-21281.24398249453,-35252.78227571116,1.0,,0.994298,,,,0.1409,,,1,0.02818
24449,0.74875,-25895.616861435727,-35299.353923205344,1.0,,0.180623,4.432272,,,0.025596,0.451495,,2,0.117993
24452,0.53,8620.018867924533,-34893.78066037735,1.0,,,1.987602,,,,0.202468,,1,0.050617
24468,0.19625,10242.891719745225,-35349.4203821656,1.0,,,,,,,,,0,0.0
24472,0.09625,-2627.123376623378,-35655.344155844155,1.0,,,0.584334,1.181287,,,0.059523,0.053214,2,0.033506
24475,0.0875,-2316.0357142857174,-35609.5,1.0,,,0.66595,0.860887,,,0.067837,0.038781,2,0.030533
24486,0.0825,6796.659090909088,-35511.621212121216,1.0,,,,,,,,,0,0.0
24487,0.2275,8783.909340659338,-35387.206043956045,1.0,,,,,,,,,0,0.0
24488,0.48875,9273.157289002564,-35223.34910485933,1.0,,,,,,,,,0,0.0
24489,0.563125,11331.82519422863,-35170.72641509434,1.0,,,,,,,,,0,0.0
24497,0.080625,7808.220930232565,-35487.678294573634,1.0,,,,,,,,,0,0.0
24503,1.0625,-3621.455882352937,-35513.5294117647,1.0,-0.9875,,0.854179,,0.0,,0.087011,,2,0.021753
24521,0.10125,-27030.28395061728,-35757.83333333334,1.0,,1.008882,,,,0.142966,,,1,0.028593
24525,0.775,4475.608870967742,-34958.89516129032,1.0,,,1.973345,,,,0.201015,,1,0.050254
24527,0.418125,-27397.09940209268,-35540.12032884902,1.0,,1.088619,,,,0.154266,,,1,0.030853
24529,0.1175,-2900.7659574468125,-35834.207446808505,1.0,-1.832523,-0.888783,0.269375,2.274342,0.0,0.0,0.02744,0.102453,4,0.042719
24530,0.34875,7150.306451612902,-35578.5770609319,1.0,,,,,,,,,0,0.0
24537,0.339375,10987.207182320446,-35647.059852670354,1.0,,,,,,,,,0,0.0
24546,0.166875,24977.02808988764,-35893.32022471911,1.0,,,,,,,,,0,0.0
24547,0.219375,-23245.514245014245,-35733.18945868946,1.0,,0.06804,,,,0.009642,,,1,0.001928
24556,0.094375,935.427152317876,-35693.04304635762,1.0,0.736141,,,,0.051614,,,,1,0.010323
24558,0.175,-25406.39285714285,-35789.678571428565,1.0,,0.419966,,,,0.059512,,,1,0.011902
24560,0.214375,24384.2667638484,-35916.62827988337,1.0,,,,,,,,,0,0.0
24569,0.33875,8120.4409594096,-35804.06642066421,1.0,2.438333,,,,0.170963,,,,1,0.034193
24578,0.156875,-994.2250996015936,-35809.85856573706,1.0,-0.091652,0.128669,0.606435,,0.0,0.018233,0.061775,,3,0.01909
24579,0.16125,6818.007751937992,-36021.3992248062,1.0,,,,,,,,,0,0.0
24584,0.284375,-26554.84065934065,-35861.58791208791,1.0,,0.833725,,,,0.118145,,,1,0.023629
24587,0.45375,8789.169421487597,-36008.900826446275,1.0,1.167426,,,,0.081854,,,,1,0.016371
24603,0.0875,-2588.892857142855,-36014.5,1.0,-0.497844,-0.73991,0.076275,1.597312,0.0,0.0,0.00777,0.071955,4,0.027127
24608,0.109375,-24802.64285714286,-35982.928571428565,1.0,,-0.17843,,,,0.0,,,1,0.0
24627,0.541875,10122.885236447515,-35584.64994232987,1.0,,,,,,,,,0,0.0
24628,0.115,12336.72826086956,-36085.233695652176,1.0,-0.178977,,0.726017,0.860487,0.0,,0.073956,0.038763,3,0.032056
24643,0.594375,9463.143533123024,-35942.034174553104,1.0,0.299735,,,,0.021016,,,,1,0.004203
24653,0.605625,3613.560887512896,-35729.2987616099,1.0,,,,,,,,,0,0.0
24664,0.373125,-26056.65577889448,-36311.64405360134,1.0,,0.69657,2.72766,,,0.098709,0.277854,,2,0.089205
24678,0.180625,6189.465397923879,-36354.08477508651,1.0,1.15312,,,,0.080851,,,,1,0.01617
24679,0.22125,12106.491525423737,-36485.16384180791,1.0,,,,,,,,,0,0.0
24682,0.09625,-20660.889610389608,-36116.22077922078,1.0,,,,,,,,,0,0.0
24689,0.148125,12431.778481012654,-36465.85021097046,1.0,,,,,,,,,0,0.0
24699,0.09625,21619.954545454544,-36365.57142857144,1.0,,,,,,,,,0,0.0
24706,0.355,11706.190140845072,-36318.47007042254,1.0,0.672316,,0.688343,,0.047139,,0.070118,,2,0.026957
24711,0.780625,10705.744995996793,-36232.38630904725,1.0,0.383326,,,,0.026877,,,,1,0.005375
24716,0.676875,23940.474145891043,-36237.24238227148,1.0,,,,,,,,,0,0.0
24725,0.290625,5685.252688172048,-36293.47849462366,1.0,0.573985,1.831216,,,0.040245,0.259498,,,2,0.059949
24726,0.28875,13479.370129870127,-36666.87012987013,1.0,,,,,,,,,0,0.0
24742,0.560625,5020.124303233002,-36131.4397993311,1.0,0.199595,0.338129,,,0.013995,0.047916,,,2,0.012382
24744,0.105,8060.21428571429,-36373.01190476191,1.0,1.091236,,-0.550873,-3.412249,0.076512,,0.0,0.0,3,0.015302
24745,0.23125,9874.837837837831,-36445.37837837839,1.0,0.854746,,,,0.05993,,,,1,0.011986
24747,0.0875,26298.78571428571,-36484.142857142855,1.0,,,,,,,,,0,0.0
24753,0.1175,6525.962765957447,-36334.60638297872,1.0,1.229348,,,,0.086195,,,,1,0.017239
24754,0.531875,12925.146298472384,-36485.16392479435,1.0,,,,,,,,,0,0.0
24756,0.29625,18301.29324894515,-36312.9493670886,1.0,,,,,,,,,0,0.0
24758,0.50125,-332.170822942644,-36603.365336658346,0.8254,0.881689,0.320024,-1.03599,-0.044444,0.061819,0.04535,0.0,0.0,4,0.021434
24761,0.981875,-24401.948122215148,-36374.5,1.0,,,1.553068,,,,0.158204,,1,0.039551
24763,0.328125,-2509.3095238095266,-36476.59523809524,1.0,1.189935,0.134837,-1.293325,-0.257192,0.083432,0.019107,0.0,0.0,4,0.020508
24765,0.755625,7462.899503722088,-36322.32878411911,1.0,1.112331,,,,0.077991,,,,1,0.015598
24779,0.798125,-1260.3277212216126,-36525.30266249021,1.0,0.840793,0.349378,-1.892675,-0.170986,0.058952,0.04951,0.0,0.0,4,0.021692
24783,0.083125,-24410.274436090225,-36705.8909774436,1.0,,,,,,,,,0,0.0
24788,0.12875,11309.20873786408,-36478.14077669903,1.0,,,,,,,,,0,0.0
24794,0.37375,3732.484949832775,-36708.739130434784,1.0,0.588125,,,,0.041236,,,,1,0.008247
24796,0.3825,21175.80718954248,-36326.62418300654,1.0,,,,,,,,,0,0.0
24802,0.25125,-21384.7039800995,-36813.74129353234,1.0,,,1.034752,,,,0.105405,,1,0.026351
24813,0.275,24813.64772727272,-36531.545454545456,1.0,,,,,,,,,0,0.0
24823,0.18,10460.524305555557,-36818.25,1.0,,,,,,,,,0,0.0
24838,0.294375,10985.646496815289,-37111.70806794055,1.0,,,,,,,,,0,0.0
24844,0.2275,-1309.2912087912118,-37170.79120879121,1.0,-1.107306,-0.288177,0.492354,0.166196,0.0,0.0,0.050154,0.007487,4,0.015159
24845,0.175625,68.27224199288321,-37043.89501779359,0.4875,,,,,,,,,0,0.0
24859,0.746875,4840.294979079496,-37142.805439330536,1.0,1.611504,,0.570966,,0.11299,,0.058162,,2,0.037138
24875,0.119375,6341.253926701575,-36870.3115183246,1.0,2.367001,,,,0.165961,,,,1,0.033192
24878,0.20375,12513.61042944785,-36914.68404907976,1.0,,,,,,,,,0,0.0
24883,0.129375,-23071.997584541063,-36824.016908212565,1.0,,,0.901869,,,,0.091869,,1,0.022967
24886,0.0925,20407.439189189183,-36976.86486486487,1.0,0.753142,,,,0.052806,,,,1,0.010561
24890,0.335,7861.95335820895,-36926.7854477612,1.0,2.839577,,,,0.199096,,,,1,0.039819
24892,0.248125,11336.149874055409,-36900.57052896725,1.0,,,,,,,,,0,0.0
24914,0.235,4167.917553191488,-37135.33776595745,1.0,1.629177,,,,0.114229,,,,1,0.022846
24915,0.29125,8443.008583690986,-37171.656652360514,1.0,,,,,,,,,0,0.0
24936,0.55375,-24573.468397291195,-37220.831828442446,1.0,,,1.091692,,,,0.111205,,1,0.027801
24940,0.90625,12433.896551724138,-37490.77586206896,1.0,,,,,,,,,0,0.0
24943,0.41,-24013.19054878049,-37378.692073170736,1.0,0.232213,,1.432523,,0.016282,,0.145924,,2,0.039737
24951,0.45375,6574.086776859505,-37083.5564738292,1.0,,,,,,,,,0,0.0
24963,0.105625,5831.896449704138,-37370.2100591716,1.0,,,,,,,,,0,0.0
24967,0.09625,-21342.05844155844,-37365.08441558442,1.0,,,4.314096,,,,0.439456,,1,0.109864
24969,0.18375,6179.517006802722,-37204.3469387755,1.0,,,,,,,,,0,0.0
24974,0.581875,5679.655746509132,-36915.23576799141,1.0,2.070327,,,,0.14516,,,,1,0.029032
24978,0.275625,-682.8696145124704,-37294.68140589568,1.0,,,0.105802,,,,0.010778,,1,0.002694
24990,1.1175,7428.037472035794,-37825.04530201343,1.0,,,,,,,,,0,0.0
24995,0.20375,13390.450920245392,-37415.987730061344,1.0,,,,,,,,,0,0.0
25006,0.303125,12880.376288659798,-37228.36597938144,1.0,,,,,,,,,0,0.0
25016,0.1225,-1557.770408163262,-37532.2806122449,1.0,0.854167,-0.873394,0.467398,-0.824295,0.05989,0.0,0.047612,0.0,4,0.023881
25018,0.728125,10365.40128755365,-37201.98927038626,1.0,,,,,,,,,0,0.0
25024,0.10375,4338.9578313253005,-37512.30120481928,1.0,,,1.871848,,,,0.190676,,1,0.047669
25025,0.4025,5341.464285714283,-37716.19254658386,1.0,,,,,,,,,0,0.0
25026,0.1775,11237.968309859149,-37704.69366197183,1.0,0.193989,,,,0.013601,,,,1,0.00272
25033,0.445625,-2012.386395511916,-37501.56872370267,1.0,0.462229,-0.218528,0.149073,0.472149,0.032409,0.0,0.015185,0.021269,4,0.017722
25036,0.34375,11693.090909090904,-37460.5,1.0,0.906962,,,,0.063591,,,,1,0.012718
25044,0.21875,-453.57142857142753,-37684.357142857145,1.0,,,0.763987,,,,0.077824,,1,0.019456
25046,1.001875,9088.504990642548,-37290.56363069246,1.0,,,,,,,,,0,0.0
25052,0.208125,-1029.328828828831,-37640.04054054055,1.0,,,0.655134,,,,0.066735,,1,0.016684
25055,0.1,-24416.28125,-37771.0625,1.0,1.376085,,,,0.096484,,,,1,0.019297
25056,1.763125,-21459.17600141793,-37703.71836228288,1.0,,,,,,,,,0,0.0
25071,0.095625,-23264.5522875817,-37742.96405228759,1.0,1.620074,,,,0.113591,,,,1,0.022718
25072,0.08,4854.3828125,-37704.1875,1.0,,,,,,,,,0,0.0
25076,0.23625,20195.531746031746,-37706.708994709,1.0,,,,,,,,,0,0.0
25082,0.11375,4834.939560439561,-37943.5934065934,1.0,,,,,,,,,0,0.0
25083,0.380625,6962.882594417075,-37329.63136288998,1.0,,,,,,,,,0,0.0
25100,0.824375,13842.942001516303,-38201.43328278999,1.0,,,,,,,,,0,0.0
25105,0.400625,6230.194227769105,-38038.15054602183,1.0,,,,,,,,,0,0.0
25116,0.23375,8323.163101604281,-37857.38770053476,1.0,,,,,,,,,0,0.0
25117,0.404375,9847.606646058724,-37581.8802163833,1.0,,,,,,,,,0,0.0
25118,0.233125,13520.478552278822,-37853.4544235925,1.0,,,,,,,,,0,0.0
25137,0.395625,5703.370458135862,-38044.918641390206,1.0,,,,,,,,,0,0.0
25141,0.20875,9957.508982035928,-38153.017964071856,1.0,,,,2.624773,,,,0.118239,1,0.041384
25153,0.155625,-21301.102409638555,-38062.95381526103,1.0,1.438596,,,,0.100867,,,,1,0.020173
25163,0.235,9540.1914893617,-37905.284574468096,1.0,,,,,,,,,0,0.0
25166,0.27,12327.567129629628,-37945.043981481474,1.0,,,,,,,,,0,0.0
25168,0.363125,470.0249569707376,-38301.22117039586,0.8744,-0.080275,,3.441009,,0.0,,0.350519,,2,0.08763
25180,1.01125,3877.636588380716,-37890.89369592088,1.0,-0.237979,,,,0.0,,,,1,0.0
25181,0.098125,8121.792993630574,-38135.487261146496,1.0,,,,,,,,,0,0.0
25194,0.15375,13098.382113821142,-38291.87804878049,1.0,,,,,,,,,0,0.0
25202,1.45,11149.392241379312,-38258.95043103449,1.0,,,,,,,,,0,0.0
25204,0.71375,-22679.76882661997,-38293.69877408056,1.0,1.567098,,,,0.109877,,,,1,0.021975
25205,0.191875,-20074.35993485342,-38167.82247557002,1.0,,,,-1.158215,,,,0.0,1,0.0
25211,0.431875,6706.301736613605,-38122.43777134588,1.0,,,,,,,,,0,0.0
25250,0.195625,4784.883386581467,-38387.35942492013,1.0,,,,,,,,,0,0.0
25264,0.245,7626.923469387759,-38696.94897959184,1.0,,,,,,,,,0,0.0
25276,0.1575,12165.571428571437,-38335.21428571429,1.0,,,,,,,,,0,0.0
25297,0.329375,4480.145161290326,-38636.64421252372,1.0,,,,,,,,,0,0.0
25298,0.489375,5304.768199233717,-38676.671136653895,1.0,,,,,,,,,0,0.0
25311,0.221875,-19870.00704225352,-38861.47183098592,1.0,,,,,,,,,0,0.0
25321,0.16375,7042.248091603047,-38796.923664122136,1.0,,,,,,,,,0,0.0
25322,0.706875,8939.707780725017,-38546.073828470384,1.0,,,,,,,,,0,0.0
25323,0.123125,11169.80456852792,-38766.251269035536,1.0,,,,,,,,,0,0.0
25336,0.609375,-20621.166666666668,-38881.32051282052,1.0,,,0.381329,,,,0.038844,,1,0.009711
25349,0.48625,6334.975578406171,-38835.93958868896,1.0,,,,,,,,,0,0.0
25358,0.225,4828.944444444445,-39116.375,1.0,,,,,,,,,0,0.0
25359,0.18,10288.99652777778,-38912.60763888889,1.0,,,,,,,,,0,0.0
25372,0.094375,-22834.274834437085,-38866.552980132445,1.0,,0.796743,0.802181,1.54,,0.112905,0.081714,0.069373,3,0.06729
25377,0.3375,5830.101851851847,-38963.66666666667,1.0,,,,,,,,,0,0.0
25384,0.1125,8708.527777777781,-39249.63888888889,1.0,,,,,,,,,0,0.0
25389,0.3225,6662.920542635664,-39320.43023255814,1.0,,,,,,,,,0,0.0
25394,0.125625,7860.445273631842,-39063.30597014926,1.0,,,,,,,,,0,0.0
25399,0.079375,-380.0275590551173,-39291.625984251965,1.0,,,,,,,,,0,0.0
25401,0.236875,7319.091029023752,-39110.12005277045,1.0,,,,,,,,,0,0.0
25411,0.543125,12711.49654775604,-38815.81185270425,1.0,,,,,,,,,0,0.0
25417,0.14375,-19323.217391304348,-39156.13043478261,1.0,,,1.064804,,,,0.108467,,1,0.027117
25422,0.2475,10600.762626262622,-39115.28282828283,1.0,,,,,,,,,0,0.0
25428,1.499375,11044.32075864944,-39525.90683618173,1.0,,,,,,,,,0,0.0
25439,1.17875,12025.441145281016,-39476.647401908805,1.0,,,,,,,,,0,0.0
25447,0.581875,-20099.18421052632,-39288.46348012889,1.0,,-0.129125,0.990402,,,0.0,0.100888,,2,0.025222
25464,0.729375,8328.741645244212,-39876.57797772065,1.0,,,,,,,,,0,0.0
25469,1.668125,-398.2894342450381,-40037.557324840775,0.8299,,-0.588467,0.350705,,,0.0,0.035725,,2,0.008931
25480,0.480625,9832.20481144343,-39395.046163849154,1.0,,,,,,,,,0,0.0
25482,0.18125,-19071.189655172413,-39609.3275862069,1.0,,0.23575,1.247859,2.169082,,0.033408,0.127113,0.097711,3,0.072659
25497,0.395625,-1230.2393364928869,-39406.727488151664,1.0,,-0.42185,-0.157175,,,0.0,0.0,,2,0.0
25499,0.255625,8003.350855745724,-39360.93031784841,1.0,,,,,,,,,0,0.0
25522,1.6825,-1849.4691679049065,-40099.20282317979,1.0,-1.316704,-0.355848,0.36528,,0.0,0.0,0.037209,,3,0.009302
25523,0.080625,5890.779069767435,-39664.61627906977,1.0,,,,,,,,,0,0.0
25527,0.35125,7367.249110320292,-39661.19928825623,1.0,,,,,,,,,0,0.0
25531,0.164375,-1598.2186311787082,-39687.99809885932,1.0,,-0.36,0.567959,,,0.0,0.057855,,2,0.014464
25534,0.530625,9352.562426383984,-39941.10777385159,1.0,-1.319967,,1.290957,,0.0,,0.131504,,2,0.032876
25545,0.13625,8799.041284403662,-39865.21100917431,1.0,-1.551009,-0.798805,,,0.0,0.0,,,2,0.0
25552,0.229375,6932.197547683929,-39602.76975476839,1.0,,,,,,,,,0,0.0
25567,0.080625,4611.903100775191,-40064.42248062015,1.0,,,,,,,,,0,0.0
25590,0.64375,-19541.64077669903,-40045.66504854368,1.0,,-0.855394,,,,0.0,,,1,0.0
25599,0.10125,6742.555555555555,-40093.79012345678,1.0,-1.960914,0.229201,3.884097,,0.0,0.03248,0.395655,,3,0.10541
25600,0.414375,7534.303921568629,-40001.80015082956,1.0,,0.114603,,,,0.01624,,,1,0.003248
25623,0.110625,5008.257062146891,-40162.07062146893,1.0,-1.408202,,,,0.0,,,,1,0.0
25624,1.195,5980.972280334732,-39899.55230125523,1.0,,,,,,,,,0,0.0
25657,0.194375,-19046.80225080386,-40211.55787781351,1.0,,,2.877747,,,,0.293142,,1,0.073286
25690,0.08875,17370.802816901414,-40447.21126760563,1.0,0.912938,,,,0.06401,,,,1,0.012802
25698,0.105,6452.625,-40559.32142857144,1.0,0.732355,,,,0.051349,,,,1,0.01027
25735,0.09,19311.131944444445,-40685.26388888889,1.0,,0.189437,3.826816,,,0.026845,0.38982,,2,0.102824
25781,0.114375,785.5655737704947,-41199.77322404372,1.0,,1.299078,,,,0.18409,,,1,0.036818
25824,0.26375,896.4194312796244,-41697.07109004739,1.0,,0.671473,,,,0.095153,,,1,0.019031
25871,1.85375,-1649.3705327039788,-41485.91267700607,1.0,0.368674,-0.004514,0.58115,,0.025849,0.0,0.059199,,3,0.01997
25872,0.1025,-1136.32317073171,-41817.64024390244,1.0,-0.234517,0.034896,0.977858,,0.0,0.004945,0.09961,,3,0.025892
25885,0.203125,-2808.653846153844,-41901.34615384616,1.0,,0.588698,,,,0.083423,,,1,0.016685
25903,0.1,-9225.1875,-42208.25,1.0,0.41336,0.310804,,,0.028983,0.044043,,,2,0.014605
25910,0.444375,-578.6997187060479,-41649.5,1.0,,0.384259,,,,0.054453,,,1,0.010891
25914,0.091875,-3228.3911564625814,-42153.921768707485,1.0,,0.612338,1.994549,,,0.086773,0.203175,,2,0.068148
25922,0.189375,-3727.397689768972,-42288.77392739274,1.0,,0.584458,,,,0.082822,,,1,0.016564
25923,0.239375,-2122.497389033939,-42128.02480417755,1.0,,0.269231,1.360483,,,0.038152,0.138586,,2,0.042277
25937,0.238125,-2627.3372703412097,-42224.4343832021,1.0,,0.337307,0.591561,,,0.047799,0.06026,,2,0.024625
25941,0.18875,-5108.364238410592,-42219.86423841059,1.0,,,,,,,,,0,0.0
25953,0.11625,-606.0107526881693,-42248.82795698925,1.0,-0.411474,0.329316,1.296474,0.725741,0.0,0.046667,0.132066,0.032693,4,0.053792
25970,0.24375,-2589.538461538461,-42597.1282051282,1.0,-0.26142,0.259516,0.098603,,0.0,0.036775,0.010044,,3,0.009866
25971,2.09875,168.67063728409994,-42009.25282906492,0.7082,,,,,,,,,0,0.0
25982,0.19125,-3481.954248366012,-42548.51960784313,1.0,0.45634,0.135183,1.490389,,0.031996,0.019156,0.151819,,3,0.048185
25983,0.2325,-2013.9408602150504,-42648.35752688172,1.0,-0.283295,0.16769,0.569842,,0.0,0.023763,0.058047,,3,0.019264
25990,0.274375,-3975.386104783596,-42652.176537585416,1.0,,,,,,,,,0,0.0
25996,0.18125,-745.9310344827609,-42809.1551724138,1.0,-0.32611,0.234362,0.658818,,0.0,0.033211,0.067111,,3,0.02342
